Title,Description,Issue ID,URL,State,Author,Author Username,Assignee,Assignee Username,Confidential,Locked,Due Date,Created At (UTC),Updated At (UTC),Closed At (UTC),Milestone,Weight,Labels,Time Estimate,Time Spent
공지사항 이미지 업로드 관련 문의 사항,"'@thermosgroup 
수현 매니저님 10월 중 나만의 소모품 찾기 기능을 부스팅 할 예정입니다. 

공지사항에 원페이지 이미지로 나만의 소모품 찾기 프로세스를 업로드 하고싶습니다.
관련하여 공지사항에 올라가는 이미지에도 일부 영역을 잡아 URL을 삽입 할 수 있을까요?
이미지로 프로세스 노출하고 하단 부분에 버튼을 만들어 https://www.thermosshop.kr/myshop/supplies/list.html 랜딩 시키고 싶어서요 확인 부탁드립니다.",42,https://git.innerviewit.com/root/thermos/-/issues/42,Closed,um seung hyun,ush,"","",No,No,,2022-10-13 10:51:52,2022-10-25 10:33:31,2022-10-25 10:33:31,,,완료,0,0
TKLF-1200F 상세페이지 수정 요청,"'@thermosgroup 

(PC/MO) 용량 표기 방식 변경에 따른 텍스트 수정 부탁드립니다.
TKLF도 TKLH와 동일하게 '실용량' 표기하고자 합니다.

**품번**: TKLF-1200F (https://www.thermosshop.kr/product/%EC%9D%BC%EC%B2%B4%ED%98%95-%EC%BD%A4%ED%8C%A9%ED%8A%B8-%EB%B3%B4%EC%98%A8%EB%8F%84%EC%8B%9C%EB%9D%BD/235/category/26/display/1/)

**요청내용**: 텍스트 수정 / 줄바꿈이 깃에서 제대로 안써지네요. 보온용기 (줄바꿈) 실용량 입니다. (TKLH 처럼)

보온용기 1200ml
실 용량 - 820ml / 밥 용기(330ml), 국 용기(260ml), 반찬 용기(230ml)

![image](/uploads/d6dbcdefc8a6525561dfee6cb5786c0f/image.png)

**참고 이미지**:

![image](/uploads/045cad8db69c805a746f57109c882ec1/image.png)",43,https://git.innerviewit.com/root/thermos/-/issues/43,Closed,Jiyoun Kim,KIM,"","",No,No,2022-10-19,2022-10-17 09:40:07,2022-10-19 17:11:18,2022-10-19 17:11:18,,,"디자인,완료",0,0
THV 마개 옵션 추가 요청,"'@thermosgroup 
[THV 마개] 제품에 스테인리스브라운(SBW) 컬러 옵션/상세페이지 이미지 추가 부탁드립니다.


https://www.thermosshop.kr/product/thv-%EB%A7%88%EA%B0%9C/485/category/65/display/1/

[221020_EC_소모품_상세페이지_이미지_추가.xlsx](/uploads/960cb72c23858dcc5c6b188008da78b8/221020_EC_소모품_상세페이지_이미지_추가.xlsx)",44,https://git.innerviewit.com/root/thermos/-/issues/44,Closed,Jiyoun Kim,KIM,"","",No,No,2022-10-24,2022-10-20 09:23:47,2022-10-20 16:56:10,2022-10-20 16:56:10,,,완료,0,0
12월 기획전 제작 요청,"'@thermosgroup 

[221020_EC_기획전_12월_반값세일_제작요청.pptx](/uploads/257e27fe643e82ec6498eb538d39eca2/221020_EC_기획전_12월_반값세일_제작요청.pptx)

[EC_12월_기획전_반값세일_제품리스트_221020.xlsx](/uploads/b2e93c966da179812a6f5b90a7afd7ed/EC_12월_기획전_반값세일_제품리스트_221020.xlsx)


12월 기획전 요청드립니다.
1차, 2차로 진행되는 거라 조금 복잡합니다. 문의사항 있으면 바로 말씀주세요. :smile: 

파일 확인하셔서 견적/일정 제안 부탁드립니다.
JNI/FDX 아트웍 전달은 용량 관계상 메일로 드릴게요.",45,https://git.innerviewit.com/root/thermos/-/issues/45,Closed,Jiyoun Kim,KIM,"","",No,No,,2022-10-20 15:45:27,2022-12-15 09:14:21,2022-12-15 09:14:21,,,"디자인,퍼블",0,0
[정품등록서비스] FFW-1003K/KS 등록 오류,"
https://www.thermosshop.kr/product/%EC%8A%A4%ED%8A%B8%EB%A1%B1-%EC%BB%B5-%ED%83%80%EC%9E%85-%EB%B3%B4%EC%98%A8%EB%B3%91-1000ml/206/category/55/display/1/


![image](/uploads/6c8c1298872a842719428b30a372dbca/image.png)

FFW의 경우 FFW-1003K/KS로 등록되어 있어서, 고객이 정품등록을 할 때 등록되지 않는 현상이 발생하고 있습니다.


FFW-1003KS-MNB
FFW-1003K-BBP
FFW-1003K-SBG

컬러별 품번이 위와 같습니다. (MNB만 1003KS)
각 품번별 등록 가능하도록 수정 부탁드립니다.

![image](/uploads/0a7818b6af5c2a56b1e0b383dd8ca97e/image.png)

@thermosgroup",46,https://git.innerviewit.com/root/thermos/-/issues/46,Closed,Jiyoun Kim,KIM,"","",No,No,,2022-10-21 08:58:43,2024-07-17 09:24:00,2024-07-17 09:24:00,,,"수정요청,완료",0,0
[정품등록서비스] 문의,"[221024_EC_정품등록서비스_문의.pptx](/uploads/9c581d9aaee5e7a328f4a593ab4488c6/221024_EC_정품등록서비스_문의.pptx)

@thermosgroup 

카페24에 상품을 등록하면 진열 여부와 관계없이 정품등록서비스에 제품이 연동되는 걸로 알고 있는데요.
하기 내용 확인 부탁드립니다.

1) JNL-503K가 정품등록서비스에 연동되어 있지 않아 맵핑이 어려움
2) JNL-503K와 동일한 품번을 사용하는 [에코세트] 상품이 등록되어 있는데, JNL-503K로 정품등록 시 소모품이 노출되지 않음

테스트를 JNL-503K으로 했는데, 아마 다른 상품도 비슷한 현상이지 않을까 싶습니다.",47,https://git.innerviewit.com/root/thermos/-/issues/47,Closed,Jiyoun Kim,KIM,"","",No,No,,2022-10-24 17:02:26,2024-07-17 09:24:09,2024-07-17 09:24:09,,,완료,0,0
마이페이지-교환/반품 신청 오류,"'@thermosgroup 

교환 반품 신청 페이지 신청 오류 확인 부탁드립니다.

1) 배송비 영역에 신청 사유 선택하라는 텍스트가 나옴
2) 신청 완료 누른 뒤 제품을 선택하라는 알럿으로 다음 단계 진행 안됨

동영상은 용량 관계상 카톡으로 보내드리겠습니다.",48,https://git.innerviewit.com/root/thermos/-/issues/48,Closed,Jiyoun Kim,KIM,"","",No,No,2022-10-26,2022-10-25 16:12:52,2023-01-18 09:52:08,2023-01-18 09:52:08,,,"긴급건,완료",0,0
[정품등록서비스] 선택 입력항목 -> 필수 입력항목으로 변경,"'@thermosgroup 

![image](/uploads/fd56bb5b470ff4b7a85d758d51308b10/image.png)


AS-IS: [구매 영수증/구매 페이지 캡쳐 이미지 등록] 선택항목

TO-BE: [구매 영수증/구매 페이지 캡쳐 이미지 등록] 필수항목

변경 부탁드립니다.
작업되는 대로 바로 적용해주셔도 됩니다.",49,https://git.innerviewit.com/root/thermos/-/issues/49,Closed,Jiyoun Kim,KIM,"","",No,No,2022-10-28,2022-10-26 11:51:04,2024-07-17 09:24:23,2024-07-17 09:24:23,,,완료,0,0
[부품 관리] 부품 관리 엑셀 업로드 오류,"'@thermosgroup 수현 매니저님 부품 관리 맵핑 엑셀 파일 업로드가 안되네요 (크롬 웨일 엣지) 저번에도 같은 문제가 있었던 것으로 기억하는데
해당 문제 확인 부탁드리고 전달 드리는 엑셀 파일로 등록 먼저 부탁드립니다.

[맵핑데이터_업로드_221025_미맵핑_추가.xlsx](/uploads/951a733a30160082c916a2aecb68ac54/맵핑데이터_업로드_221025_미맵핑_추가.xlsx)",50,https://git.innerviewit.com/root/thermos/-/issues/50,Closed,um seung hyun,ush,"","",No,No,,2022-10-26 16:32:04,2022-10-28 08:36:26,2022-10-28 08:36:26,,,,0,0
[정품등록 서비스] 정품등록 서비스 PSD 요청,"'@soohyun 수현 매니저님 정품등록 서비스 디자인 페이지 psd 전달 부탁드립니다. 

https://thermosshop.kr/genuine_guide.html",51,https://git.innerviewit.com/root/thermos/-/issues/51,Closed,um seung hyun,ush,"","",No,No,,2022-10-27 17:23:13,2022-10-31 08:11:46,2022-10-31 08:11:46,,,,0,0
★제품 구매 테스트시 유의 사항,"'@thermosgroup 
일전 반품 신청 오류 테스트를 위해 제품 구매 후 강제 배송 완료 처리하는 과정에서
강제 배송 완료 처리 후 취소 처리가 불가능하여 반품으로 진행하였으나 자동으로 택배사에 접수되어 기사님이 방문하는 이슈가 발생했습니다.
추후 구매하는 테스트가 필요한 경우 구매 후 주문번호, 주문자 이름을 반드시 저희 측으로 전달 부탁드립니다.
더불어 테스트 시 반드시 본인 핸드폰 번호로 기재하여 주문 부탁드립니다.",52,https://git.innerviewit.com/root/thermos/-/issues/52,Open,um seung hyun,ush,"","",No,No,,2022-10-28 08:48:24,2022-10-28 10:10:17,,,,,0,0
푸고 소모품 찾기 제품 호환 일러스트 오류 수정,"'@thermosgroup 수현 매니저님 소모품 찾기 중 푸고 호환 제품 안내 일러스트 영역에서
프리미엄 시리즈와 뉴트럴 시리즈 안내 일러스트가 혼재 되어있습니다.
수정 부탁드립니다.

![image](/uploads/9df6b7b6c5fa3840140ff79910e0078c/image.png)
![image](/uploads/dd38445ad9e85b848eb4021b0ebb4e1c/image.png)",53,https://git.innerviewit.com/root/thermos/-/issues/53,Closed,um seung hyun,ush,"","",No,No,,2022-10-28 09:37:25,2022-11-08 17:31:31,2022-11-08 17:31:31,,,완료,0,0
[자사몰] TKLG 부품 이미지 수정,"'@thermosgroup 

https://thermosshop.kr/product/detail.html?product_no=661


![image](/uploads/83076d8e53fb01a28d7b49bcab0acf70/image.png)


TKLG-1150 보온용기 뚜껑세트 이미지가 잘못 게재되어 있습니다.
수정 부탁드립니다. 
겉 뚜껑, 속 뚜껑 모두 다르게 생겼습니다. 전체적으로 다 바꿔주셔야 합니다.

TKLG-1150 보온용기 뚜껑세트 (올바른 사진)

![image](/uploads/ba3b092a51fff3f6f8b764a6adf537aa/image.png)",54,https://git.innerviewit.com/root/thermos/-/issues/54,Closed,Jiyoun Kim,KIM,"","",No,No,2022-11-01,2022-11-01 15:13:23,2022-11-28 08:30:10,2022-11-28 08:30:10,,,완료,0,0
적립금 규정 변경 관련 요청사항,"[EC_적립금_개편_시안_제작_요청_221102.pptx](/uploads/1eeeada76b5b29dc71e062a63daa9b0a/EC_적립금_개편_시안_제작_요청_221102.pptx)

@thermosgroup 


적립금 규정 변경 관련 요청사항 보내드립니다.

- 팝업(PC/MO 메인), 공지사항, 이용약관, 개인정보처리방침 수정 등


적립금 리셋/재부여에 수반되는 제반 사항이 많네요.
일단 김슬기 매니저님한테 요청한 날짜 기준으로 작성했습니다.


2023년 1월 1일부터 진행되는 실질적인 적립금 관리 시스템 및 영업관리 백엔드는 윤진희 과장님께 연락하시면 됩니다.",55,https://git.innerviewit.com/root/thermos/-/issues/55,Open,Jiyoun Kim,KIM,"","",No,No,,2022-11-02 10:58:04,2023-10-16 08:39:35,,,,"디자인,퍼블",0,0
[문의] 적립금 사용 안내 문구 관련,"'@KIM @ush <br>
적립금 관련 사용 안내 문구 관련 문의사항 전달드립니다.<br>
<br>
▶ 현재 사이트 컨디션<br>
![image](/uploads/b9805edea0cb4ff47e0a94c7ac7b6f88/image.png)<br>
'최대 사용금액은 제한이 없습니다.' 문구와 '1회 구매시 적립금 최대 사용금액은 1,000원입니다.' 문구가 맞지 않는 것 같아 <br>
피그마상에서도 하기 이미지와 같이 문의드렸으나 해당 내용 관련 답변이 없으셔서 문의드립니다.<br>
![image](/uploads/bef64441f2d550401ed36fb420b3cb40/image.png)<br>
현재 컨디션과 문구 그대로 사용하면 될지 확인 부탁드리며, 텍스트 변경이 필요할 경우, 말씀 부탁드리겠습니다.",56,https://git.innerviewit.com/root/thermos/-/issues/56,Closed,Park Soohyun,soohyun,"","",No,No,,2022-11-02 11:57:30,2023-01-18 09:56:19,2023-01-18 09:56:19,,,완료,0,0
적립금 점검기간 특별할인 진행 건,"'@thermosgroup 

저번 미팅 때 말씀드린 적립금 점검 기간 중 특별할인 건 요청드립니다.<br>
아이콘에 [적립금 점검기간 특별할인] 이라는 글자가 다 들어갈까요? <br>
PPT에서 자세한 내용 확인 부탁드립니다.


[EC_적립금_점검기간_특별할인_요청_221104.pptx](/uploads/e2f36eb7715964f4db3f8c24646434dd/EC_적립금_점검기간_특별할인_요청_221104.pptx)",57,https://git.innerviewit.com/root/thermos/-/issues/57,Closed,Jiyoun Kim,KIM,"","",No,No,2022-12-02,2022-11-04 10:53:47,2023-01-18 09:51:25,2023-01-18 09:51:25,,,"답변완료,디자인",0,0
정품등록서비스 테스트 삭제 요청,"정품등록서비스 테스트 내역 삭제 부탁드려요. <br>
ID: mkt06, hysong, buyong 의 전체 등록내역 + 아래 캡쳐에 영역 표시해놓은 항목들입니다. <br>

![image](/uploads/a7b716e161cdd69d47a65e1e7ad9f6a1/image.png)",58,https://git.innerviewit.com/root/thermos/-/issues/58,Closed,Jiyoun Kim,KIM,"","",No,No,2022-11-08,2022-11-04 12:17:58,2022-11-08 17:31:19,2022-11-08 17:31:19,,,완료,0,0
[스마트스토어] 11월 행사 관련 제품 등록 준비 요청,"'@thermosgroup  매니저님 11월말 스마트 스토어 원뿔딜 행사가 진행 예정입니다.<br/>
(아직 행사 미확정으로 추후 행사 확정 시 말씀 드리겠습니다. 예정일: 11/25~30)<br/>

상품명 :FFI-400FK <br/> 행사예정 : 원뿔딜 FFI-400FK 구매시 적립금 2000원 추가 증정 <br/>상품 판매가 : 19900원

관련하여 FFI-400FK 스마트스토어 상품 등록을 위한 썸내일+상세페이지 준비 부탁드립니다.<br/>
**※ 스마트스토어에 미리 등록X (네이버 가이드상 행사 시 상품 재사용 금지)
<br/>※ 비공개로도 등록X**",59,https://git.innerviewit.com/root/thermos/-/issues/59,Closed,um seung hyun,ush,"","",No,No,,2022-11-08 15:09:28,2023-01-18 09:53:05,2023-01-18 09:53:05,,,답변완료,0,0
공식몰 한정 판매 제품  카테고리 변경 요청,"'@thermosgroup 매니저님 현재 공식몰 한정 제품으로 판매 중인 아래 제품을 전 채널에서 판매할 예정입니다.
![image](/uploads/91f92f16335d78fe718e7b9561ae4c11/image.png)
<br/> 관련하여 11월 중에 3개 제품 썸네일, 상세페이지 내 한정 제품 안내 이미지, 공식몰 단독 판매 카테고리 내 삭제 부탁드리며,
<br/> 써모스샵 회원 혜택 페이지에서도 삭제 부탁드립니다. (https://www.thermosshop.kr/promotion/promotion_view_ongoing.html) 
<br/> ![image](/uploads/5744fe02930ff7947fc1da2a4bf54b72/image.png)
<br/> 작업 일정 회신 부탁드립니다.",60,https://git.innerviewit.com/root/thermos/-/issues/60,Closed,um seung hyun,ush,"","",No,No,,2022-11-08 15:30:18,2023-01-10 16:09:08,2023-01-10 16:09:08,,,완료,0,0
[정품등록서비스/소모품찾기] TKFG 소모품 배너 디자인/퍼블 요청,"[221109_EC_TKFG_푸고소모품등록.pptx](/uploads/dd5a0ce281ef85055e1311a9581253eb/221109_EC_TKFG_푸고소모품등록.pptx)

FW 신제품이었던 TKFG-280, TKFG-380 에 푸고 소모품 안내 배너 삽입이 필요합니다.<br>
현재 운영 중인 뉴트럴 시리즈 디자인에서 TKFG 상품용으로 vari 하여 진행하고자 합니다.<br>
퍼블까지 11월 안으로 부탁드립니다.",61,https://git.innerviewit.com/root/thermos/-/issues/61,Closed,Jiyoun Kim,KIM,"","",No,No,2022-11-30,2022-11-09 09:55:03,2022-11-17 12:17:04,2022-11-17 12:17:04,,,완료,0,0
[11~12월 유지보수] 일정 및 작업범위 전달,"'@KIM @ush <br>
11~12월 유지보수건 작업일정 전달드립니다. <br>
**범위 :** 소모품 카테고리, 상품상세페이지 추가구성상품 미리보기 스타일 변경, 적립금 점검기간에 필요한 장바구니/주문서페이지/마이페이지 영역<br> (정기 미팅시 전달드렸던 인기검색어 추가는 작업 일정상 다음 유지보수 작업시 진행될 예정입니다.)<br>
**일정 :**<br>
- 디자인 전달 일정 : 11/22(화)<br>
- 퍼블 전달 일정 : 12/14(수)<br>
일정 확인해주시고 이상있을 경우, 말씀 부탁드리겠습니다.",62,https://git.innerviewit.com/root/thermos/-/issues/62,Closed,Park Soohyun,soohyun,"","",No,No,,2022-11-14 15:30:50,2023-01-18 09:53:20,2023-01-18 09:53:20,,,완료,0,0
[GA 추가 관련] 테스트 결제건,"'@KIM @ush <BR>
미팅시 논의되었던 GA보고서에 교환/반품 상세 GA 추가 작업 진행중이나 배송완료된 주문건 데이터가 필요하여 결제 진행한 상태입니다.<BR>
주문번호 : 20221116-0001523 <BR>
해당건의 경우, 테스트 완료시 노티드릴 예정이오니 CS팀에 전달주시면 감사하겠습니다.<BR>",63,https://git.innerviewit.com/root/thermos/-/issues/63,Closed,Park Soohyun,soohyun,"","",No,No,,2022-11-16 15:37:59,2022-11-23 19:47:40,2022-11-23 19:47:40,,,,0,0
[정품등록서비스] 품번 확인 팝업 수정 요청,"'@thermosgroup [221117_정품등록서비스_품번확인팝업_수정요청.pptx](/uploads/5eae72d11eff56f66f01c3fcee224542/221117_정품등록서비스_품번확인팝업_수정요청.pptx)
<br>
최근 출시한 일부 제품 본체 바닥면에 품번이 없는 채로 양산된 제품들이 생겼습니다.<br>
관련 VOC가 접수되고 있어, [품력 입력 예시 보기] 클릭 시 나오는 팝업에 안내 문구 추가가 필요합니다..<br>
파일 확인 부탁드립니다.<br>",64,https://git.innerviewit.com/root/thermos/-/issues/64,Closed,Jiyoun Kim,KIM,"","",No,No,2022-11-30,2022-11-17 10:07:18,2022-11-18 16:17:34,2022-11-18 16:17:34,,,"디자인,완료",0,0
정품등록서비스 승인건 삭제 요청,"'@thermosgroup 수현 매니저님, 정품 등록 서비스 승인 내역 중 아이디 102253036@n 건은 콘텐츠 제작건으로 등록한 부분이라 삭제 부탁드립니다. 삭제 후 말씀 부탁드립니다.",65,https://git.innerviewit.com/root/thermos/-/issues/65,Closed,um seung hyun,ush,"","",No,No,,2022-11-17 17:24:38,2022-11-17 17:31:12,2022-11-17 17:31:12,,,완료,0,0
[자사몰] JNL 음용구 이미지 수정 요청,"'@thermosgroup 수현 매니저님 아래 이미지 처럼 브라운 컬러 음용구를 화이트 컬러 음용구와 동일하게 마개패킹 부착된 사진으로 수정 요청드립니다.
패킹 부착컷이 없어서 합성해서 수정 부탁드리며, 썸네일도 함께 변경 부탁드립니다. <br>
공유 주셨듯이 퍼블리셔분 연차 일정 고려하여 작업 일정 회신 부탁드립니다.
![image](/uploads/004ccf5e1fc4e751950ee755633f8e5a/image.png)

https://www.thermosshop.kr/product/jnl-%EC%9D%8C%EC%9A%A9%EA%B5%ACjnl-%EA%B3%B5%EC%9A%A9/467/category/67/display/1/",66,https://git.innerviewit.com/root/thermos/-/issues/66,Closed,um seung hyun,ush,Jiyoun Kim,KIM,No,No,,2022-11-28 08:57:42,2022-11-30 16:46:27,2022-11-30 16:46:27,,,완료,0,0
[자사몰] FFX 공용 소모품 상세 페이지 수정 요청,"'@thermosgroup 수현 매니저님 공식몰 기재된 FFX 공용 소모품 제품 적용 모델에 FFX-501K / FFX-751K / FFX-901K 추가 부탁드립니다.

> https://thermosshop.kr/product/ffx-%EB%A7%88%EA%B0%9Cffx-%EA%B3%B5%EC%9A%A9/555/category/65/display/1/ <br>
> https://thermosshop.kr/product/ffx-%ED%8C%A8%ED%82%B9%EC%84%B8%ED%8A%B8ffx-%EA%B3%B5%EC%9A%A9/565/category/66/display/1/ <br>

![image](/uploads/eae0ee4b3090f01bd413830bea2edd3a/image.png)",67,https://git.innerviewit.com/root/thermos/-/issues/67,Closed,um seung hyun,ush,"","",No,No,,2022-11-28 15:01:01,2022-11-29 08:58:10,2022-11-29 08:58:10,,,완료,0,0
